time,amplitude
2.2304,1.053
2.2404,0.530
2.2504,1.163
2.2604,2.549
2.2704,-0.239
2.2804,0.652
2.2904,3.360
2.3004,2.161
2.3104,-1.027
2.3204,-3.118
2.3304,-2.672
2.3404,-2.143
2.3504,0.609
2.3604,-1.640
2.3704,4.864
2.3804,4.975
2.3904,-2.965
2.4004,-3.484
2.4104,4.781
2.4204,-5.438
2.4304,-2.642
2.4404,-0.127
2.4504,-4.205
2.4604,0.550
2.4704,0.195
2.4804,-3.195
2.4904,-2.026
2.5004,1.725
2.5104,3.319
2.5204,-1.032
2.5304,2.712
2.5404,0.093
2.5504,-1.185
2.5604,2.047
2.5704,2.837
2.5804,-0.441
2.5904,2.509
2.6004,1.793
2.6104,-2.189
2.6204,-2.372
2.6304,-2.816
2.6404,-1.001
2.6504,3.994
2.6604,-1.686
2.6704,4.291
2.6804,3.088
2.6904,-0.656
2.7005,1.588
2.7105,2.025
2.7205,-0.091
2.7305,0.556
2.7405,0.250
2.7505,-1.683
2.7605,1.922
2.7705,-0.340
2.7805,0.161
2.7905,0.134
2.8005,-3.187
2.8105,-3.165
2.8205,-1.050
2.8305,2.163
2.8405,0.988
2.8505,4.081
2.8605,-1.876
2.8705,1.265
2.8805,0.805
2.8905,-3.358
2.9005,-1.333
2.9105,-3.858
2.9205,-1.217
2.9305,4.588
2.9405,2.526
2.9505,2.816
2.9605,-0.851
2.9705,1.108
2.9805,-0.429
2.9905,0.062
3.0005,-0.465
3.0105,0.905
3.0205,-1.882
3.0305,0.473
3.0405,0.501
3.0505,1.856
3.0605,-3.126
3.0705,-2.466
3.0805,1.688
3.0905,-3.662
3.1005,-0.271
3.1105,2.670
3.1205,-1.300
3.1305,-2.477
3.1405,-2.548
3.1505,-0.558
3.1605,-2.794
3.1705,8.418
3.1805,1.145
3.1905,0.645
3.2005,0.251
3.2105,-5.291
3.2205,-1.230
3.2305,1.804
3.2405,-1.121
3.2505,-4.201
3.2605,-5.474
3.2705,5.057
3.2805,1.508
3.2905,-1.974
3.3006,1.731
3.3106,-2.809
3.3206,-0.550
3.3306,-1.970
3.3406,-8.011
3.3506,1.957
3.3606,1.227
3.3706,-1.813
3.3806,-2.641
3.3906,1.300
3.4006,-0.796
3.4106,-4.674
3.4206,4.813
3.4306,-2.335
3.4406,1.276
3.4506,-3.513
3.4606,0.117
3.4706,2.573
3.4806,-2.841
3.4906,2.242
3.5006,1.340
3.5106,1.126
3.5206,-0.720
3.5306,1.035
3.5406,1.698
3.5506,3.313
3.5606,2.787
3.5706,-2.146
3.5806,-0.218
3.5906,0.325
3.6006,0.708
3.6106,0.784
3.6206,0.188
3.6306,1.971
3.6406,-0.799
3.6506,-3.996
3.6606,-3.136
3.6706,-0.807
3.6806,1.970
3.6906,2.918
3.7006,2.298
3.7106,-0.470
3.7206,-0.661
3.7306,-2.680
3.7406,1.063
3.7506,-2.768
3.7606,0.784
3.7706,1.504
3.7806,-4.743
3.7906,-1.865
3.8006,-3.503
3.8106,-0.585
3.8206,0.547
3.8306,-1.220
3.8406,-1.617
3.8506,-3.891
3.8606,-0.161
3.8706,0.853
3.8806,-1.556
3.8906,-1.190
3.9007,0.919
3.9107,3.539
3.9207,-0.049
3.9307,-4.727
3.9407,1.761
3.9507,-6.323
3.9607,5.759
3.9707,2.749
3.9807,0.424
3.9907,1.902
4.0007,2.124
4.0107,1.086
4.0207,-3.670
4.0307,-1.448
4.0407,1.651
4.0507,-1.690
4.0607,-0.612
4.0707,1.021
4.0807,-0.623
4.0907,-0.470
4.1007,2.596
4.1107,-0.661
4.1207,-2.014
4.1307,0.994
4.1407,-2.745
4.1507,0.035
4.1607,-1.814
4.1707,-3.803
4.1807,3.627
4.1907,-0.243
4.2007,1.086
4.2107,1.335
4.2207,-4.771
4.2307,-0.499
4.2407,4.062
4.2507,-4.784
4.2607,-2.975
4.2707,-3.260
4.2807,-2.341
4.2907,-2.301
4.3007,0.417
4.3107,4.229
4.3207,-1.346
4.3307,-3.124
4.3407,0.381
4.3507,6.094
4.3607,3.249
4.3707,1.538
4.3807,-0.321
4.3907,1.080
4.4007,2.163
4.4107,-0.622
4.4207,0.516
4.4307,1.139
4.4407,-0.071
4.4507,0.263
4.4607,0.999
4.4707,-1.656
4.4807,4.090
4.4907,4.394
4.5008,1.976
4.5108,-2.342
4.5208,5.702
4.5308,1.226
4.5408,-4.248
4.5508,-1.355
4.5608,5.622
4.5708,-0.648
4.5808,0.502
4.5908,-0.156
4.6008,-1.397
4.6108,0.080
4.6208,-3.275
4.6308,-2.489
4.6408,-0.106
4.6508,0.720
4.6608,-1.729
4.6708,1.645
4.6808,-1.381
4.6908,1.802
4.7008,-3.577
4.7108,1.775
4.7208,-1.813
4.7308,0.241
4.7408,1.569
4.7508,0.751
4.7608,-0.995
4.7708,4.091
4.7808,1.294
4.7908,-3.070
4.8008,-0.881
4.8108,3.523
4.8208,-2.775
4.8308,3.698
4.8408,-0.073
4.8508,-1.199
4.8608,-1.100
4.8708,-0.252
4.8808,2.919
4.8908,-0.414
4.9008,1.117
4.9108,3.222
4.9208,2.440
4.9308,1.606
4.9408,3.176
4.9508,0.708
4.9608,-2.842
4.9708,-2.196
4.9808,4.764
4.9908,0.596
5.0008,2.955
5.0108,2.295
5.0208,8.611
5.0308,13.993
5.0408,12.432
5.0508,20.671
5.0608,17.300
5.0708,18.267
5.0808,18.752
5.0908,19.198
5.1009,25.649
5.1109,27.682
5.1209,22.962
5.1309,21.381
5.1409,21.766
5.1509,21.677
5.1609,20.788
5.1709,17.113
5.1809,18.160
5.1909,13.724
5.2009,13.294
5.2109,12.398
5.2209,8.157
5.2309,6.450
5.2409,3.005
5.2509,-1.252
5.2609,-3.263
5.2709,-5.095
5.2809,-6.684
5.2909,-8.930
5.3009,-14.936
5.3109,-9.912
5.3209,-16.517
5.3309,-17.004
5.3409,-18.093
5.3509,-17.370
5.3609,-15.023
5.3709,-15.445
5.3809,-18.412
5.3909,-19.034
5.4009,-17.741
5.4109,-17.286
5.4209,-13.547
5.4309,-12.532
5.4409,-11.158
5.4509,-9.320
5.4609,-9.983
5.4709,-9.255
5.4809,-5.635
5.4909,-6.301
5.5009,0.533
5.5109,1.848
5.5209,6.481
5.5309,6.777
5.5409,8.068
5.5509,6.566
5.5609,13.641
5.5709,6.427
5.5809,16.967
5.5909,18.822
5.6009,18.664
5.6109,17.080
5.6209,17.915
5.6309,13.038
5.6409,13.309
5.6509,15.157
5.6609,12.447
5.6709,12.990
5.6809,10.595
5.6909,8.130
5.7010,3.668
5.7110,4.472
5.7210,2.195
5.7310,4.294
5.7410,1.313
5.7510,-6.449
5.7610,-2.840
5.7710,-2.514
5.7810,-5.720
5.7910,-7.021
5.8010,-9.289
5.8110,-11.496
5.8210,-14.001
5.8310,-8.069
5.8410,-9.379
5.8510,-15.038
5.8610,-14.533
5.8710,-13.401
5.8810,-12.068
5.8910,-14.851
5.9010,-9.668
5.9110,-10.935
5.9210,-4.744
5.9310,-2.482
5.9410,-8.455
5.9510,-6.138
5.9610,-5.877
5.9710,-2.975
5.9810,-1.053
5.9910,3.909
6.0010,-2.028
6.0110,-0.101
6.0210,3.388
6.0310,2.079
6.0410,4.027
6.0510,7.054
6.0610,8.343
6.0710,7.472
6.0810,10.463
6.0910,8.638
6.1010,9.763
6.1110,7.752
6.1210,7.169
6.1310,9.210
6.1410,9.579
6.1510,8.337
6.1610,8.070
6.1710,10.605
6.1810,8.871
6.1910,7.630
6.2010,3.573
6.2110,7.716
6.2210,6.942
6.2310,3.729
6.2410,1.575
6.2510,2.725
6.2610,-2.774
6.2710,-2.446
6.2810,-1.689
6.2910,-8.615
6.3011,-6.496
6.3111,-6.552
6.3211,-10.055
6.3311,-8.671
6.3411,-1.347
6.3511,-7.687
6.3611,-10.431
6.3711,-10.333
6.3811,-8.650
6.3911,-3.235
6.4011,-6.353
6.4111,-7.855
6.4211,-11.353
6.4311,-6.595
6.4411,1.375
6.4511,-3.609
6.4611,-5.903
6.4711,-3.747
6.4811,-7.241
6.4911,-0.158
6.5011,2.104
6.5111,2.521
6.5211,-0.832
6.5311,4.229
6.5411,2.891
6.5511,3.855
6.5611,5.279
6.5711,-1.594
6.5811,5.587
6.5911,7.981
6.6011,8.625
6.6111,8.339
6.6211,4.467
6.6311,9.278
6.6411,4.741
6.6511,1.723
6.6611,2.092
6.6711,5.170
6.6811,9.717
6.6911,0.195
6.7011,1.257
6.7111,3.280
6.7211,2.448
6.7311,-0.443
6.7411,0.518
6.7511,5.140
6.7611,-5.341
6.7711,-3.934
6.7811,2.877
6.7911,3.549
6.8011,-2.261
6.8111,-6.766
6.8211,-1.651
6.8311,-0.985
6.8411,-2.006
6.8511,-8.549
6.8611,-5.099
6.8711,-5.844
6.8811,-6.535
6.8911,-7.437
6.9012,1.754
6.9112,-4.355
6.9212,-2.672
6.9312,-3.303
6.9412,-1.475
6.9512,1.107
6.9612,-0.323
6.9712,2.487
6.9812,1.145
6.9912,-2.797
7.0012,2.306
7.0112,-0.498
7.0212,-2.255
7.0312,3.048
7.0412,-1.728
7.0512,6.959
7.0612,1.243
7.0712,2.545
7.0812,5.377
7.0912,8.468
7.1012,3.781
7.1112,5.768
7.1212,5.923
7.1312,1.637
7.1412,0.630
7.1512,0.855
7.1612,1.100
7.1712,5.024
7.1812,3.846
7.1912,0.164
7.2012,0.971
7.2112,1.499
7.2212,2.925
7.2312,1.463
7.2412,2.884
7.2512,0.612
7.2612,-1.901
7.2712,-1.908
7.2812,1.626
7.2912,-1.543
7.3012,-7.094
7.3112,-1.128
7.3212,-0.515
7.3312,-1.714
7.3412,-5.606
7.3512,-4.109
7.3612,-2.409
7.3712,-1.839
7.3812,-7.375
7.3912,-3.180
7.4012,-7.082
7.4112,-1.965
7.4212,-2.118
7.4312,-2.116
7.4412,-5.028
7.4512,-0.188
7.4612,4.099
7.4712,-0.429
7.4812,-0.613
7.4912,-1.832
7.5013,-3.579
7.5113,-0.586
7.5213,0.974
7.5313,3.945
7.5413,-1.093
7.5513,-3.976
7.5613,6.627
7.5713,-3.711
7.5813,2.955
7.5913,6.899
7.6013,2.943
7.6113,1.132
7.6213,1.696
7.6313,4.554
7.6413,2.568
7.6513,3.754
7.6613,3.074
7.6713,4.904
7.6813,3.918
7.6913,2.351
7.7013,0.968
7.7113,-4.729
7.7213,-0.699
7.7313,0.368
7.7413,1.291
7.7513,1.974
7.7613,1.335
7.7713,0.403
7.7813,0.505
7.7913,1.268
7.8013,-0.716
7.8113,-0.243
7.8213,0.236
7.8313,-5.077
7.8413,-6.271
7.8513,-5.559
7.8613,-4.656
7.8713,-2.446
7.8813,-5.641
7.8913,-5.854
7.9013,-3.374
7.9113,-4.679
7.9213,-0.219
7.9313,-2.065
7.9413,-1.561
7.9513,-4.725
7.9613,-0.348
7.9713,-3.405
7.9813,-1.734
7.9913,0.129
8.0013,0.433
8.0113,-1.162
8.0213,0.600
8.0313,1.388
8.0413,1.936
8.0513,-1.902
8.0613,3.842
8.0713,0.775
8.0813,0.149
8.0913,1.692
8.1014,6.575
8.1114,0.671
8.1214,1.856
8.1314,4.303
8.1414,6.647
8.1514,0.149
8.1614,5.072
8.1714,1.551
8.1814,0.445
8.1914,-0.572
8.2014,-0.881
8.2114,3.075
8.2214,-2.562
8.2314,0.179
8.2414,3.436
8.2514,0.821
8.2614,1.557
8.2714,-3.519
8.2814,-2.753
8.2914,0.266
8.3014,-0.460
8.3114,2.954
8.3214,-1.954
8.3314,-0.845
8.3414,-2.559
8.3514,-3.771
8.3614,-4.142
8.3714,0.996
8.3814,1.450
8.3914,-3.124
8.4014,-1.310
8.4114,1.566
8.4214,-3.346
8.4314,-0.706
8.4414,1.708
8.4514,-2.627
8.4614,4.183
8.4714,0.257
8.4814,-0.545
8.4914,-1.971
8.5014,-0.506
8.5114,-3.496
8.5214,0.990
8.5314,-3.591
8.5414,-1.334
8.5514,3.135
8.5614,-0.091
8.5714,-1.535
8.5814,2.028
8.5914,3.110
8.6014,2.451
8.6114,2.497
8.6214,3.609
8.6314,1.717
8.6414,2.600
8.6514,2.068
8.6614,-3.602
8.6714,3.453
8.6814,1.025
8.6914,-2.224
8.7015,-0.217
8.7115,5.252
8.7215,2.473
8.7315,0.029
8.7415,-0.292
8.7515,1.206
8.7615,-0.170
8.7715,-3.252
8.7815,1.285
8.7915,2.901
8.8015,0.676
8.8115,-0.149
8.8215,0.518
8.8315,-2.847
8.8415,-4.363
8.8515,3.941
8.8615,1.572
8.8715,-1.149
8.8815,-4.608
8.8915,-1.447
8.9015,1.651
8.9115,0.513
8.9215,-1.404
8.9315,-2.946
8.9415,0.006
8.9515,0.225
8.9615,0.015
8.9715,-0.393
8.9815,-1.468
8.9915,-4.318
9.0015,-8.055
9.0115,3.835
9.0215,-3.879
9.0315,4.393
9.0415,1.977
9.0515,4.022
9.0615,0.045
9.0715,0.502
9.0815,-0.710
9.0915,-0.635
9.1015,-1.850
9.1115,-2.735
9.1215,1.321
9.1315,6.012
9.1415,7.205
9.1515,-2.298
9.1615,-0.670
9.1715,2.371
9.1815,0.411
9.1915,3.443
9.2015,-4.072
9.2115,2.814
9.2215,-0.363
9.2315,-0.549
9.2415,-1.910
9.2515,0.035
9.2615,-1.708
9.2715,1.355
9.2815,-0.729
9.2915,-1.232
9.3016,0.549
9.3116,3.237
9.3216,1.567
9.3316,2.109
9.3416,-1.413
9.3516,-1.352
9.3616,-0.349
9.3716,-0.346
9.3816,4.575
9.3916,-3.596
9.4016,-5.060
9.4116,2.789
9.4216,1.376
9.4316,0.998
9.4416,1.389
9.4516,-1.208
9.4616,-0.723
9.4716,1.279
9.4816,7.907
9.4916,-6.026
9.5016,-0.535
9.5116,-0.460
9.5216,-2.994
9.5316,0.001
9.5416,0.595
9.5516,4.673
9.5616,-0.872
9.5716,-1.048
9.5816,-0.803
9.5916,4.721
9.6016,0.946
9.6116,0.603
9.6216,-1.759
9.6316,2.343
9.6416,-3.061
9.6516,-2.349
9.6616,-0.961
9.6716,-0.913
9.6816,5.144
9.6916,4.250
9.7016,1.355
9.7116,0.223
9.7216,-0.417
9.7316,-0.020
9.7416,4.606
9.7516,1.397
9.7616,-1.630
9.7716,-0.032
9.7816,-2.038
9.7916,-2.090
9.8016,-0.479
9.8116,1.428
9.8216,-4.154
9.8316,-0.577
9.8416,3.752
9.8516,-3.840
9.8616,-2.767
9.8716,-7.757
9.8816,-3.564
9.8916,-1.248
9.9017,-0.699
9.9117,0.303
9.9217,0.951
9.9317,-1.491
9.9417,0.521
9.9517,-3.311
9.9617,-2.001
9.9717,-2.718
9.9817,1.996
9.9917,5.939
10.0017,-0.613
10.0117,0.016
10.0217,-2.019
10.0317,1.826
10.0417,-0.762
10.0517,1.945
10.0617,-2.615
10.0717,1.259
10.0817,-2.743
10.0917,0.249
10.1017,-1.102
10.1117,1.013
10.1217,0.451
10.1317,-1.597
10.1417,-3.037
10.1517,0.380
10.1617,1.354
10.1717,-3.206
10.1817,2.123
10.1917,-2.364
10.2017,-1.829
10.2117,-1.580
10.2217,-3.298
10.2317,-1.301
10.2417,-2.477
10.2517,0.657
10.2617,1.537
10.2717,-0.043
10.2817,-3.212
10.2917,-5.191
10.3017,-0.810
10.3117,1.875
10.3217,0.527
10.3317,-2.069
10.3417,-6.142
10.3517,-4.675
10.3617,0.104
10.3717,-1.674
10.3817,2.263
10.3917,1.636
10.4017,-2.095
10.4117,1.761
10.4217,0.766
10.4317,-3.104
10.4417,-2.776
10.4517,3.623
10.4617,-1.056
10.4717,-0.098
10.4817,-2.350
10.4917,1.212
10.5018,3.763
10.5118,-0.595
10.5218,5.018
10.5318,1.501
10.5418,-0.533
10.5518,-3.004
10.5618,-2.122
10.5718,-5.320
10.5818,2.728
10.5918,2.360
10.6018,1.187
10.6118,-4.435
10.6218,-0.536
10.6318,-2.336
10.6418,-0.409
10.6518,0.089
10.6618,0.288
10.6718,-1.667
10.6818,-3.396
10.6918,2.851
10.7018,-0.640
10.7118,-4.404
10.7218,7.060
10.7318,-3.069
10.7418,0.577
10.7518,-5.320
10.7618,3.232
10.7718,-5.214
10.7818,2.584
10.7918,0.628
10.8018,1.530
10.8118,1.327
10.8218,0.534
10.8318,-4.501
10.8418,-1.623
10.8518,3.999
10.8618,-2.072
10.8718,-0.875
10.8818,1.365
10.8918,-0.059
10.9018,2.710
10.9118,2.914
10.9218,-2.290
10.9318,-0.232
10.9418,-2.292
10.9518,1.954
10.9618,-0.651
10.9718,-3.409
10.9818,0.246
10.9918,0.656
11.0018,-1.419
11.0118,-2.173
11.0218,2.581
11.0318,3.230
11.0418,-0.429
11.0518,2.157
11.0618,0.831
11.0718,3.634
11.0818,2.997
11.0918,1.310
11.1019,-4.011
11.1119,-3.346
11.1219,-1.060
11.1319,-3.408
11.1419,0.425
11.1519,1.786
11.1619,1.273
11.1719,-0.190
11.1819,-0.691
11.1919,-2.893
11.2019,-1.988
11.2119,-2.816
11.2219,-0.139
11.2319,-3.802
11.2419,-0.077
11.2519,-1.896
11.2619,-0.562
11.2719,1.369
11.2819,-2.629
11.2919,5.690
11.3019,0.121
11.3119,0.117
11.3219,3.922
11.3319,-6.934
11.3419,0.229
11.3519,1.864
11.3619,-3.511
11.3719,-2.609
11.3819,-0.543
11.3919,-0.823
11.4019,-0.910
11.4119,0.952
11.4219,1.165
11.4319,0.013
11.4419,-0.028
11.4519,-2.522
11.4619,1.955
11.4719,-0.710
11.4819,-1.822
11.4919,-3.016
11.5019,-7.289
11.5119,-2.069
11.5219,2.760
11.5319,0.416
11.5419,0.019
11.5519,-6.009
11.5619,-1.924
11.5719,2.099
11.5819,2.399
11.5919,1.701
11.6019,-1.916
11.6119,0.023
11.6219,2.924
11.6319,-0.407
11.6419,3.506
11.6519,1.978
11.6619,-2.763
11.6719,1.797
11.6819,-1.921
11.6919,-1.969
11.7020,0.413
11.7120,1.338
11.7220,2.456
11.7320,0.471
11.7420,2.491
11.7520,-1.341
11.7620,1.208
11.7720,-0.400
11.7820,0.069
11.7920,2.766
11.8020,0.084
11.8120,-1.570
11.8220,1.059
11.8320,-2.656
11.8420,2.983
11.8520,0.154
11.8620,2.560
11.8720,1.493
11.8820,3.111
11.8920,1.909
11.9020,-0.191
11.9120,-0.821
11.9220,3.789
11.9320,0.723
11.9420,-6.678
11.9520,0.846
11.9620,-1.761
11.9720,0.355
11.9820,2.111
11.9920,-1.743
12.0020,1.407
12.0120,1.083
12.0220,-2.122
12.0320,-2.475
12.0420,-1.363
12.0520,-0.467
12.0620,-0.877
12.0720,2.289
12.0820,1.686
12.0920,2.713
12.1020,1.217
12.1120,1.306
12.1220,-1.924
12.1320,6.015
12.1420,-1.538
12.1520,-2.941
12.1620,1.380
12.1720,-2.628
12.1820,4.869
12.1920,-1.483
12.2020,-2.351
12.2120,2.585
12.2220,1.157
12.2320,0.384
12.2420,3.511
12.2520,2.702
12.2620,1.356
12.2720,-0.186
12.2820,-1.054
12.2920,-3.380
12.3021,-0.384
12.3121,-0.922
12.3221,4.896
12.3321,1.911
12.3421,1.037
12.3521,1.604
12.3621,-3.337
12.3721,-0.647
12.3821,-1.449
12.3921,1.533
12.4021,-2.040
12.4121,1.073
12.4221,-4.310
12.4321,1.151
12.4421,4.506
12.4521,-1.082
12.4621,0.848
12.4721,-0.924
12.4821,1.114
12.4921,-1.676
12.5021,-2.896
12.5121,-2.329
12.5221,0.546
12.5321,2.680
12.5421,-1.773
12.5521,2.981
12.5621,0.209
12.5721,-0.196
12.5821,-0.717
12.5921,-3.859
12.6021,0.341
12.6121,1.826
12.6221,-0.745
12.6321,0.340
12.6421,2.861
12.6521,-0.741
12.6621,1.040
12.6721,-2.132
12.6821,-1.341
12.6921,-0.881
12.7021,1.224
12.7121,6.379
12.7221,4.882
12.7321,0.598
12.7421,-1.226
12.7521,-0.857
12.7621,4.658
12.7721,-0.723
12.7821,1.240
12.7921,0.916
12.8021,-2.931
12.8121,1.470
12.8221,-1.010
12.8321,-3.190
12.8421,-3.187
12.8521,1.978
12.8621,-1.378
12.8721,4.273
12.8821,-3.074
12.8921,2.565
12.9022,1.730
12.9122,3.872
12.9222,1.490
12.9322,-2.001
12.9422,0.919
12.9522,2.245
12.9622,1.611
12.9722,0.754
12.9822,-0.723
12.9922,-0.515
13.0022,1.662
13.0122,1.639
13.0222,0.731
13.0322,-0.516
13.0422,-2.627
13.0522,-1.518
13.0622,-5.337
13.0722,0.589
13.0822,0.144
13.0922,4.154
13.1022,-0.251
13.1122,0.936
13.1222,-2.796
13.1322,-4.995
13.1422,-4.285
13.1522,-0.332
13.1622,4.016
13.1722,-0.162
13.1822,1.789
13.1922,-2.049
13.2022,3.809
13.2122,2.875
13.2222,-1.832
13.2322,0.862
13.2422,0.476
13.2522,-1.033
13.2622,-3.456
13.2722,-0.981
13.2822,5.036
13.2922,-0.874
13.3022,3.880
13.3122,-1.914
13.3222,0.900
13.3322,-0.401
13.3422,-5.210
13.3522,-1.443
13.3622,0.911
13.3722,-1.308
13.3822,-1.604
13.3922,2.253
13.4022,1.206
13.4122,-2.377
13.4222,0.964
13.4322,5.458
13.4422,1.446
13.4522,-0.468
13.4622,3.511
13.4722,1.135
13.4822,1.062
13.4922,-3.670
13.5023,-1.698
13.5123,-1.823
13.5223,-0.312
13.5323,-0.899
13.5423,-1.644
13.5523,-0.391
13.5623,2.901
13.5723,0.229
13.5823,2.562
13.5923,1.366
13.6023,1.627
13.6123,2.508
13.6223,-2.593
13.6323,-2.010
13.6423,-1.140
13.6523,-5.506
13.6623,0.776
13.6723,2.001
13.6823,-2.980
13.6923,-1.748
13.7023,4.323
13.7123,-0.545
13.7223,-4.021
13.7323,-0.081
13.7423,3.184
13.7523,3.001
13.7623,-2.877
13.7723,2.245
13.7823,1.397
13.7923,-0.783
13.8023,0.063
13.8123,-1.933
13.8223,-0.311
13.8323,-1.394
13.8423,1.213
13.8523,-6.090
13.8623,2.915
13.8723,-2.146
13.8823,3.248
13.8923,2.116
13.9023,1.835
13.9123,-1.327
13.9223,-3.498
13.9323,0.146
13.9423,-0.111
13.9523,-1.240
13.9623,-1.214
13.9723,-1.679
13.9823,-0.927
13.9923,-2.093
14.0023,0.997
14.0123,0.674
14.0223,1.921
14.0323,0.485
14.0423,6.393
14.0523,3.000
14.0623,-0.117
14.0723,-0.092
14.0823,0.246
14.0923,5.002
14.1024,-3.805
14.1124,-0.183
14.1224,2.130
14.1324,-2.246
14.1424,0.967
14.1524,-0.549
14.1624,-2.568
14.1724,0.819
14.1824,0.478
14.1924,3.472
14.2024,2.578
14.2124,-3.137
14.2224,0.968
14.2324,3.392
14.2424,1.961
14.2524,1.829
14.2624,3.463
14.2724,-1.432
14.2824,-0.852
14.2924,3.938
14.3024,-0.627
14.3124,-3.344
14.3224,0.683
14.3324,2.450
14.3424,-0.179
14.3524,-0.202
14.3624,2.567
14.3724,2.608
14.3824,0.301
14.3924,1.632
14.4024,3.280
14.4124,-2.220
14.4224,0.806
14.4324,-0.521
14.4424,0.069
14.4524,-1.980
14.4624,1.347
14.4724,0.640
14.4824,0.509
14.4924,-0.382
14.5024,-0.705
14.5124,-4.062
14.5224,-4.791
14.5324,0.368
14.5424,1.253
14.5524,-3.846
14.5624,3.087
14.5724,0.071
14.5824,6.611
14.5924,-4.545
14.6024,-0.052
14.6124,0.074
14.6224,2.172
14.6324,-1.327
14.6424,-2.978
14.6524,3.264
14.6624,-1.432
14.6724,-0.219
14.6824,2.011
14.6924,-1.596
14.7025,2.237
14.7125,-1.129
14.7225,0.814
