tiempo,amplitud
3.600000,0.108899
3.610000,0.0499026
3.620000,0.0373852
3.630000,0.0692967
3.640000,0.034141
3.650000,-0.0852302
3.660000,-0.186716
3.670000,-0.180824
3.680000,-0.130925
3.690000,-0.146136
3.700000,-0.192536
3.710000,-0.171592
3.720000,-0.10658
3.730000,-0.0231325
3.740000,0.0988769
3.750000,0.168231
3.760000,0.181422
3.770000,0.213557
3.780000,0.228739
3.790000,0.231493
3.800000,0.255879
3.810000,0.270661
3.820000,0.254136
3.830000,0.23187
3.840000,0.224747
3.850000,0.223
3.860000,0.224279
3.870000,0.220961
3.880000,0.202879
3.890000,0.187737
3.900000,0.177501
3.910000,0.15983
3.920000,0.156834
3.930000,0.180025
3.940000,0.207216
3.950000,0.234339
3.960000,0.260597
3.970000,0.264721
3.980000,0.250399
3.990000,0.239364
4.000000,0.216259
4.010000,0.185077
4.020000,0.164331
4.030000,0.136018
4.040000,0.112126
4.050000,0.105611
4.060000,0.0927681
4.070000,0.0714741
4.080000,0.0584924
4.090000,0.0553407
4.100000,0.0542162
4.110000,0.063665
4.120000,0.0776817
4.130000,0.0713026
4.140000,0.0692509
4.150000,0.0861739
4.160000,0.0583214
4.170000,-0.0303417
4.180000,-0.106316
4.190000,-0.161367
4.200000,-0.212837
4.210000,-0.21791
4.220000,-0.185299
4.230000,-0.169969
4.240000,-0.196562
4.250000,-0.233122
4.260000,-0.264753
4.270000,-0.269108
4.280000,-0.206049
4.290000,-0.13199
4.300000,-0.0352809
4.310000,0.124092
4.320000,0.288369
4.330000,0.40585
4.340000,0.463141
4.350000,0.454395
4.360000,0.367879
4.370000,0.273465
4.380000,0.194138
4.390000,0.0796381
4.400000,-0.0133965
4.410000,-0.0587403
4.420000,-0.106452
4.430000,-0.147095
4.440000,-0.157674
4.450000,-0.159822
4.460000,-0.188275
4.470000,-0.267441
4.480000,-0.29689
4.490000,-0.204879
4.500000,-0.148327
4.510000,-0.168362
4.520000,-0.180998
4.530000,-0.215755
4.540000,-0.277354
4.550000,-0.306869
4.560000,-0.279097
4.570000,-0.22955
4.580000,-0.21597
4.590000,-0.216385
4.600000,-0.124771
4.610000,0.0982172
4.620000,0.309466
4.630000,0.384541
4.640000,0.444085
4.650000,0.52295
4.660000,0.410769
4.670000,0.198987
4.680000,0.127884
4.690000,0.0728725
4.700000,0.0131622
4.710000,0.0471077
4.720000,0.0578318
4.730000,0.041719
4.740000,0.0823305
4.750000,0.0971095
4.760000,0.0511463
4.770000,-0.000384172
4.780000,-0.094207
4.790000,-0.198468
4.800000,-0.209967
4.810000,-0.182331
4.820000,-0.175463
4.830000,-0.174669
4.840000,-0.202436
4.850000,-0.196813
4.860000,-0.12479
4.870000,-0.114336
4.880000,-0.16111
4.890000,-0.145559
4.900000,-0.1337
4.910000,-0.185835
4.920000,-0.228593
4.930000,-0.255006
4.940000,-0.25187
4.950000,-0.215943
4.960000,-0.210837
4.970000,-0.1963
4.980000,-0.130373
4.990000,-0.0636512
5.000000,-0.00568589
5.010000,0.0126338
5.020000,-0.0569039
5.030000,-0.123025
5.040000,-0.0824626
5.050000,0.0197381
5.060000,0.121452
5.070000,0.232395
5.080000,0.241327
5.090000,0.126417
5.100000,0.0932007
5.110000,0.115518
5.120000,0.0493099
5.130000,-0.0976454
5.140000,-0.217534
5.150000,-0.262696
5.160000,-0.312509
5.170000,-0.303908
5.180000,-0.213839
5.190000,-0.212668
5.200000,-0.238816
5.210000,-0.128985
5.220000,-0.0231245
5.230000,-0.00435137
5.240000,0.100323
5.250000,0.173008
5.260000,0.0197749
5.270000,-0.132723
5.280000,-0.190978
5.290000,-0.228301
5.300000,-0.151204
5.310000,-0.0567967
5.320000,-0.0704422
5.330000,-0.0935328
5.340000,-0.092339
5.350000,-0.111297
5.360000,-0.113224
5.370000,-0.0312068
5.380000,0.0239055
5.390000,-0.050582
5.400000,-0.114104
5.410000,-0.171896
5.420000,-0.272822
5.430000,-0.245705
5.440000,-0.113403
5.450000,-0.0359684
5.460000,-0.0260729
5.470000,-0.0466348
5.480000,-0.0662508
5.490000,-0.0422572
5.500000,0.0232984
5.510000,0.0488841
5.520000,0.00631704
5.530000,-0.00892328
5.540000,0.0451623
5.550000,0.104873
5.560000,0.159037
5.570000,0.213378
5.580000,0.217811
5.590000,0.164624
5.600000,0.126645
5.610000,0.124644
5.620000,0.107119
5.630000,0.0860631
5.640000,0.0932617
5.650000,0.121407
5.660000,0.161128
5.670000,0.204854
5.680000,0.257032
5.690000,0.301435
5.700000,0.316342
5.710000,0.320635
5.720000,0.323282
5.730000,0.315576
5.740000,0.298489
5.750000,0.260601
5.760000,0.20166
5.770000,0.136621
5.780000,0.072169
5.790000,0.0391981
5.800000,0.0393935
5.810000,0.0214169
5.820000,-0.0170418
5.830000,-0.00903182
5.840000,0.0424114
5.850000,0.0543901
5.860000,0.0481525
5.870000,0.0805143
5.880000,0.117506
5.890000,0.103701
5.900000,0.0462388
5.910000,0.031132
5.920000,0.0732375
5.930000,0.0728701
5.940000,-0.0566336
5.950000,-0.282904
5.960000,-0.399838
5.970000,-0.139961
5.980000,0.19765
5.990000,0.0829497
6.000000,-0.127897
6.010000,-0.0676156
6.020000,0.00458148
6.030000,-0.0127364
6.040000,-0.0695804
6.050000,-0.178859
6.060000,-0.332572
6.070000,-0.46722
6.080000,-0.478039
6.090000,-0.430992
6.100000,-0.44116
6.110000,-0.371823
6.120000,-0.190044
6.130000,-0.122523
6.140000,-0.232027
6.150000,-0.315117
6.160000,-0.246963
6.170000,-0.144569
6.180000,-0.060655
6.190000,0.0671346
6.200000,0.224726
6.210000,0.420426
6.220000,0.667566
6.230000,0.779089
6.240000,0.615599
6.250000,0.437976
6.260000,0.398538
6.270000,0.314294
6.280000,0.173841
6.290000,0.0364277
6.300000,-0.106679
6.310000,-0.162448
6.320000,-0.0901481
6.330000,0.0863781
6.340000,0.121331
6.350000,-0.173771
6.360000,-0.434153
6.370000,-0.423423
6.380000,-0.327013
6.390000,-0.355131
6.400000,-0.442306
6.410000,-0.37
6.420000,-0.238743
6.430000,-0.222945
6.440000,-0.15996
6.450000,-0.0119488
6.460000,0.0534693
6.470000,0.0463843
6.480000,0.0116089
6.490000,0.0439062
6.500000,0.109449
6.510000,0.0623388
6.520000,-0.00853516
6.530000,-0.0394436
6.540000,-0.0826607
6.550000,-0.113115
6.560000,-0.142377
6.570000,-0.111742
6.580000,0.124924
6.590000,0.370275
6.600000,0.399551
6.610000,0.293235
6.620000,0.141213
6.630000,0.0364839
6.640000,-0.0192869
6.650000,-0.0855273
6.660000,-0.133808
6.670000,-0.169714
6.680000,-0.214023
6.690000,-0.246707
6.700000,-0.260324
6.710000,-0.257773
6.720000,-0.215542
6.730000,-0.135367
6.740000,-0.0692486
6.750000,-0.0568442
6.760000,-0.0998732
6.770000,-0.186787
6.780000,-0.34453
6.790000,-0.398801
6.800000,-0.156382
6.810000,0.0276863
6.820000,-0.0418215
6.830000,-0.040194
6.840000,0.0620132
6.850000,0.088023
6.860000,0.118559
6.870000,0.196672
6.880000,0.144802
6.890000,-0.00182544
6.900000,-0.000662483
6.910000,0.0977467
6.920000,0.0397628
6.930000,-0.126552
6.940000,-0.225108
6.950000,-0.345941
6.960000,-0.415917
6.970000,-0.0836423
6.980000,0.32958
6.990000,0.222729
7.000000,0.0150137
7.010000,0.0850661
7.020000,0.119997
7.030000,0.098841
7.040000,0.133187
7.050000,0.163081
7.060000,0.190277
7.070000,0.257402
7.080000,0.326493
7.090000,0.336718
7.100000,0.310593
7.110000,0.236958
7.120000,0.129147
7.130000,0.0902806
7.140000,0.0772202
7.150000,-0.00803645
7.160000,-0.119024
7.170000,-0.152866
7.180000,-0.11952
7.190000,-0.128896
7.200000,-0.21037
7.210000,-0.270481
7.220000,-0.271059
7.230000,-0.283868
7.240000,-0.32772
7.250000,-0.356662
7.260000,-0.328749
7.270000,-0.185877
7.280000,-0.0155758
7.290000,0.0293567
7.300000,0.0833148
7.310000,0.347283
7.320000,0.733822
7.330000,0.914064
7.340000,0.806463
7.350000,0.697022
7.360000,0.616048
7.370000,0.452889
7.380000,0.338572
7.390000,0.301236
7.400000,0.213351
7.410000,0.0958877
7.420000,0.0269779
7.430000,-0.0155427
7.440000,-0.0418932
7.450000,-0.019875
7.460000,-0.00250804
7.470000,-0.0229166
7.480000,0.010331
7.490000,0.0901599
7.500000,0.115019
7.510000,0.0344584
7.520000,-0.139887
7.530000,-0.294941
7.540000,-0.327456
7.550000,-0.316834
7.560000,-0.308525
7.570000,-0.232221
7.580000,-0.217814
7.590000,-0.35188
7.600000,-0.478106
7.610000,-0.493967
7.620000,-0.390537
7.630000,-0.27752
7.640000,-0.274878
7.650000,-0.311589
7.660000,-0.351371
7.670000,-0.427597
7.680000,-0.393111
7.690000,-0.24542
7.700000,-0.20354
7.710000,-0.181876
7.720000,-0.0265683
7.730000,0.399879
7.740000,1.00727
7.750000,1.22591
7.760000,1.06286
7.770000,0.863635
7.780000,0.61066
7.790000,0.436031
7.800000,0.469292
7.810000,0.554079
7.820000,0.447666
7.830000,0.0982664
7.840000,-0.162377
7.850000,-0.0389425
7.860000,0.216078
7.870000,0.244918
7.880000,0.145686
7.890000,0.113556
7.900000,0.0625351
7.910000,-0.0529011
7.920000,-0.0630535
7.930000,0.0279496
7.940000,0.0190118
7.950000,-0.107699
7.960000,-0.235685
7.970000,-0.36713
7.980000,-0.495699
7.990000,-0.582972
8.000000,-0.611393
8.010000,-0.461991
8.020000,-0.268006
8.030000,-0.298126
8.040000,-0.359951
8.050000,-0.209843
8.060000,0.022403
8.070000,0.170007
8.080000,0.218605
8.090000,0.143958
8.100000,0.0354024
8.110000,0.115541
8.120000,0.279444
8.130000,0.314447
8.140000,0.279206
8.150000,0.308983
8.160000,0.450227
8.170000,0.658069
8.180000,0.842523
8.190000,0.823783
8.200000,0.628025
8.210000,0.407363
8.220000,0.214443
8.230000,0.16884
8.240000,0.202365
8.250000,0.185312
8.260000,0.152859
8.270000,0.12558
8.280000,0.07728
8.290000,0.0185774
8.300000,-0.0421817
8.310000,-0.15649
8.320000,-0.205823
8.330000,-0.0791752
8.340000,0.0149114
8.350000,-0.071285
8.360000,-0.1173
8.370000,0.0737063
8.380000,0.313816
8.390000,0.473344
8.400000,0.575225
8.410000,0.507222
8.420000,0.220473
8.430000,-0.133523
8.440000,-0.379154
8.450000,-0.53573
8.460000,-0.508354
8.470000,-0.268874
8.480000,-0.228498
8.490000,-0.474436
8.500000,-0.65711
8.510000,-0.774772
8.520000,-0.976843
8.530000,-0.883241
8.540000,-0.401149
8.550000,-0.0629055
8.560000,0.214865
8.570000,0.417695
8.580000,0.239998
8.590000,0.114421
8.600000,0.172159
8.610000,0.117984
8.620000,0.0213978
8.630000,-0.0225616
8.640000,-0.0465926
8.650000,-0.0609655
8.660000,-0.0696535
8.670000,-0.0991756
8.680000,-0.11356
8.690000,-0.0252725
8.700000,0.091552
8.710000,0.0803888
8.720000,-0.0158728
8.730000,-0.0867125
8.740000,0.0010694
8.750000,0.219282
8.760000,0.309649
8.770000,0.332134
8.780000,0.386814
8.790000,0.336892
8.800000,0.202015
8.810000,0.0673227
8.820000,-0.115555
8.830000,-0.303289
8.840000,-0.265214
8.850000,-0.0547053
8.860000,-0.00826924
8.870000,-0.0825703
8.880000,-0.0673624
8.890000,-0.00941398
8.900000,0.0599862
8.910000,0.127962
8.920000,0.120451
8.930000,0.0678462
8.940000,0.0560356
8.950000,0.0350735
8.960000,-0.0542287
8.970000,-0.0930949
8.980000,0.042322
8.990000,0.306058
9.000000,0.443499
9.010000,0.231356
9.020000,-0.0331301
9.030000,-0.0442712
9.040000,-0.0429349
9.050000,-0.100066
9.060000,-0.0867996
9.070000,-0.0919686
9.080000,-0.12805
9.090000,-0.152176
9.100000,-0.189011
9.110000,-0.210527
9.120000,-0.224362
9.130000,-0.249212
9.140000,-0.233352
9.150000,-0.119325
9.160000,0.0424058
9.170000,0.196403
9.180000,0.357994
9.190000,0.439194
9.200000,0.44893
9.210000,0.477741
9.220000,0.444105
9.230000,0.288573
9.240000,0.107663
9.250000,-0.0742564
9.260000,-0.248703
9.270000,-0.312686
9.280000,-0.307572
9.290000,-0.330266
9.300000,-0.374068
9.310000,-0.381935
9.320000,-0.340174
9.330000,-0.316954
9.340000,-0.315881
9.350000,-0.297895
9.360000,-0.297501
9.370000,-0.289531
9.380000,-0.200836
9.390000,-0.074446
9.400000,0.00883767
9.410000,0.0629966
9.420000,0.129287
9.430000,0.181704
9.440000,0.205189
9.450000,0.203622
9.460000,0.146747
9.470000,0.0466199
9.480000,-0.0416277
9.490000,-0.0931214
9.500000,-0.0968904
9.510000,-0.07656
9.520000,-0.0777792
9.530000,-0.102011
9.540000,-0.139737
9.550000,-0.164309
9.560000,-0.121978
9.570000,-0.0375569
9.580000,0.0135244
9.590000,0.0503314
9.600000,0.11045
9.610000,0.157213
9.620000,0.16921
9.630000,0.169785
9.640000,0.171445
9.650000,0.172165
9.660000,0.165191
9.670000,0.135762
9.680000,0.0845094
9.690000,0.0346468
9.700000,-0.0111368
9.710000,-0.0565947
9.720000,-0.0861162
9.730000,-0.10802
9.740000,-0.131255
9.750000,-0.150278
9.760000,-0.163829
9.770000,-0.165212
9.780000,-0.168684
9.790000,-0.193196
9.800000,-0.205867
9.810000,-0.159105
9.820000,-0.0672841
9.830000,0.0143417
9.840000,0.0742698
9.850000,0.156532
9.860000,0.276518
9.870000,0.344352
9.880000,0.293109
9.890000,0.208329
9.900000,0.148881
9.910000,0.0947577
9.920000,0.0554079
9.930000,0.0255912
9.940000,-0.0314089
9.950000,-0.118071
9.960000,-0.179125
9.970000,-0.194086
9.980000,-0.188615
9.990000,-0.179542
10.000000,-0.158668
10.010000,-0.098599
10.020000,-0.0432099
10.030000,-0.0374997
10.040000,-0.0377688
10.050000,-0.0128967
10.060000,0.0230051
10.070000,0.0490464
10.080000,0.0538848
10.090000,0.0576808
10.100000,0.0766999
10.110000,0.0659359
10.120000,0.0226041
10.130000,0.0066005
10.140000,-0.0308061
10.150000,-0.10798
10.160000,-0.125687
10.170000,-0.0964377
10.180000,-0.0965279
10.190000,-0.129155
10.200000,-0.161909
10.210000,-0.164803
10.220000,-0.14045
10.230000,-0.0840745
10.240000,-0.0147039
10.250000,0.0201155
10.260000,0.0759625
10.270000,0.154678
10.280000,0.18619
10.290000,0.198248
10.300000,0.202771
10.310000,0.187165
10.320000,0.166009
10.330000,0.140901
10.340000,0.111757
10.350000,0.0726771
10.360000,0.0346179
10.370000,0.0235421
10.380000,0.0211044
10.390000,0.00785896
10.400000,-0.015847
10.410000,-0.0536445
10.420000,-0.0786061
10.430000,-0.0939987
10.440000,-0.126377
10.450000,-0.150794
10.460000,-0.160872
10.470000,-0.16141
10.480000,-0.148337
10.490000,-0.141592
10.500000,-0.13525
10.510000,-0.110556
10.520000,-0.0812777
10.530000,-0.070104
10.540000,-0.0978748
10.550000,-0.143857
10.560000,-0.127402
10.570000,-0.0498871
10.580000,0.0100124
10.590000,0.0215365
10.600000,-0.030294
10.610000,-0.0897338
10.620000,-0.0940225
10.630000,-0.0620336
10.640000,0.000271343
10.650000,0.0530948
10.660000,0.0805832
10.670000,0.112281
10.680000,0.0977747
10.690000,0.0463265
10.700000,0.0446527
10.710000,0.0659225
10.720000,0.0486676
10.730000,0.0149318
10.740000,-0.0027007
10.750000,-0.0267019
10.760000,-0.0617769
10.770000,-0.07847
10.780000,-0.0942488
10.790000,-0.115308
10.800000,-0.113785
10.810000,-0.10243
10.820000,-0.113533
10.830000,-0.140348
10.840000,-0.106738
10.850000,0.00599316
10.860000,0.110018
10.870000,0.157271
10.880000,0.138732
10.890000,0.0963359
10.900000,0.102929
10.910000,0.128301
10.920000,0.111165
10.930000,0.0833356
10.940000,0.0860147
10.950000,0.107927
10.960000,0.133086
10.970000,0.143265
10.980000,0.120131
10.990000,0.0744648
11.000000,0.040743
11.010000,0.0427788
11.020000,0.0581898
11.030000,0.0654646
11.040000,0.0833061
11.050000,0.0947095
11.060000,0.0768982
11.070000,0.0577526
11.080000,0.0545558
11.090000,0.0555409
11.100000,0.044673
11.110000,0.0158942
11.120000,-0.0175504
11.130000,-0.0424491
11.140000,-0.0629301
11.150000,-0.0871206
11.160000,-0.111148
11.170000,-0.12376
11.180000,-0.125862
11.190000,-0.120608
11.200000,-0.0944407
11.210000,-0.0547281
11.220000,-0.0305418
11.230000,-0.0146333
11.240000,0.00222741
11.250000,0.00848063
11.260000,0.0155358
11.270000,0.0341572
11.280000,0.0559857
11.290000,0.0737558
11.300000,0.0866199
11.310000,0.0911059
11.320000,0.082715
11.330000,0.0738441
11.340000,0.0695942
11.350000,0.0600579
11.360000,0.0483448
11.370000,0.0326357
11.380000,0.00858903
11.390000,-0.0108976
11.400000,-0.0241116
11.410000,-0.0366743
11.420000,-0.0390935
11.430000,-0.0353444
11.440000,-0.040068
11.450000,-0.055987
11.460000,-0.0852403
11.470000,-0.109582
11.480000,-0.105589
11.490000,-0.0998118
11.500000,-0.111222
11.510000,-0.10389
11.520000,-0.0521632
11.530000,0.0109626
11.540000,0.0417513
11.550000,0.0624105
11.560000,0.0821268
11.570000,0.0689777
11.580000,0.0440209
11.590000,0.0327847
11.600000,0.0270078
11.610000,0.0201485
11.620000,0.00166412
11.630000,-0.0258384
11.640000,-0.0432928
11.650000,-0.0439338
11.660000,-0.026924
11.670000,-0.00741348
11.680000,0.00262875
11.690000,0.0171764
11.700000,0.0279666
11.710000,0.0243681
11.720000,0.0234339
11.730000,0.0187427
11.740000,-0.00122976
11.750000,-0.0161749
11.760000,-0.012472
11.770000,-0.00357146
11.780000,-0.00895023
11.790000,-0.0319756
11.800000,-0.0633723
11.810000,-0.0947954
11.820000,-0.0936227
11.830000,-0.0468371
11.840000,-0.0140676
11.850000,-0.00914326
11.860000,0.00762466
11.870000,0.0323252
11.880000,0.0393167
11.890000,0.0267835
11.900000,0.0225925
11.910000,0.0273485
11.920000,0.0186001
11.930000,0.00493017
11.940000,0.00529824
11.950000,0.0195784
11.960000,0.0289095
11.970000,0.026249
11.980000,0.0245693
11.990000,0.0245443
12.000000,0.0169746
12.010000,0.00521564
12.020000,-0.0065014
12.030000,-0.0208676
12.040000,-0.028569
12.050000,-0.0215623
12.060000,-0.0172262
12.070000,-0.0229601
12.080000,-0.0150846
12.090000,0.00582842
12.100000,0.0138218
12.110000,0.00817076
12.120000,0.00581397
12.130000,0.0121036
12.140000,0.0127494
12.150000,0.00257224
12.160000,-0.00596758
12.170000,-0.0116764
12.180000,-0.0128987
12.190000,-0.00833555
12.200000,-0.00860607
12.210000,-0.00964047
12.220000,-0.00604705
12.230000,-0.0075147
12.240000,-0.0128952
12.250000,-0.015701
12.260000,-0.0187853
12.270000,-0.0233041
12.280000,-0.0275657
12.290000,-0.0322627
12.300000,-0.0323727
12.310000,-0.026598
12.320000,-0.0225177
12.330000,-0.0160004
12.340000,-0.0112634
12.350000,-0.0177211
12.360000,-0.0215722
12.370000,-0.01703
12.380000,-0.0109453
12.390000,0.000754935
12.400000,0.0178049
12.410000,0.0291901
12.420000,0.0328262
12.430000,0.0380252
12.440000,0.0477524
12.450000,0.0569693
12.460000,0.0584281
12.470000,0.0416214
12.480000,0.0125526
12.490000,-0.00381391
12.500000,-0.00025982
12.510000,0.00798278
12.520000,0.010503
12.530000,0.0111985
12.540000,0.0162303
12.550000,0.0257407
12.560000,0.0318994
12.570000,0.0267635
12.580000,0.0208982
12.590000,0.0217892
12.600000,0.0179423
12.610000,0.00595495
12.620000,-0.0114901
12.630000,-0.0290258
12.640000,-0.0360808
12.650000,-0.034869
12.660000,-0.0300723
12.670000,-0.0243089
12.680000,-0.023097
12.690000,-0.026662
12.700000,-0.0327339
12.710000,-0.0352449
