time,amplitude
4.0907,-0.591
4.1007,-3.566
4.1107,-2.487
4.1207,11.117
4.1307,1.175
4.1407,5.218
4.1507,5.442
4.1607,-0.437
4.1707,9.141
4.1807,-8.016
4.1907,-1.505
4.2007,-3.739
4.2107,1.398
4.2207,-2.467
4.2307,-2.284
4.2407,1.658
4.2507,-2.524
4.2607,-3.340
4.2707,-0.846
4.2807,-2.288
4.2907,-5.015
4.3007,-10.534
4.3107,6.786
4.3207,-2.264
4.3307,-5.324
4.3407,-2.203
4.3507,10.701
4.3607,2.471
4.3707,-1.307
4.3807,-3.919
4.3907,-2.055
4.4007,5.338
4.4107,3.541
4.4207,0.362
4.4307,6.658
4.4407,-0.088
4.4507,2.277
4.4607,0.180
4.4707,5.552
4.4807,-3.916
4.4907,-0.468
4.5008,3.448
4.5108,6.060
4.5208,-6.074
4.5308,-7.055
4.5408,-0.509
4.5508,6.024
4.5608,-0.774
4.5708,-1.921
4.5808,0.640
4.5908,3.282
4.6008,0.263
4.6108,-0.783
4.6208,3.105
4.6308,0.995
4.6408,5.735
4.6508,8.351
4.6608,-0.235
4.6708,-8.130
4.6808,0.738
4.6908,1.336
4.7008,-3.642
4.7108,-3.899
4.7208,-9.295
4.7308,2.257
4.7408,3.526
4.7508,4.692
4.7608,-4.849
4.7708,5.022
4.7808,2.710
4.7908,5.042
4.8008,0.016
4.8108,1.001
4.8208,-2.128
4.8308,2.205
4.8408,-2.176
4.8508,3.310
4.8608,-0.204
4.8708,-5.066
4.8808,-0.062
4.8908,-0.800
4.9008,5.794
4.9108,-4.120
4.9208,2.951
4.9308,-2.801
4.9408,2.874
4.9508,8.130
4.9608,0.366
4.9708,0.730
4.9808,-5.263
4.9908,-0.663
5.0008,-0.557
5.0108,12.252
5.0208,8.397
5.0308,13.919
5.0408,14.110
5.0508,15.822
5.0608,22.170
5.0708,21.190
5.0808,23.975
5.0908,30.722
5.1009,24.757
5.1109,32.490
5.1209,27.351
5.1309,39.447
5.1409,39.935
5.1509,32.399
5.1609,42.448
5.1709,35.606
5.1809,34.371
5.1909,38.199
5.2009,29.644
5.2109,31.302
5.2209,27.501
5.2309,32.298
5.2409,24.607
5.2509,26.195
5.2609,21.251
5.2709,26.170
5.2809,15.820
5.2909,9.903
5.3009,8.781
5.3109,15.046
5.3209,1.920
5.3309,-3.322
5.3409,-3.744
5.3509,-6.116
5.3609,-9.961
5.3709,-2.504
5.3809,-14.775
5.3909,-21.079
5.4009,-18.385
5.4109,-16.446
5.4209,-14.027
5.4309,-26.699
5.4409,-19.409
5.4509,-26.233
5.4609,-27.988
5.4709,-31.066
5.4809,-29.289
5.4909,-36.262
5.5009,-24.322
5.5109,-27.033
5.5209,-37.344
5.5309,-23.640
5.5409,-21.694
5.5509,-19.157
5.5609,-18.351
5.5709,-20.838
5.5809,-20.015
5.5909,-23.291
5.6009,-11.272
5.6109,-10.772
5.6209,-5.809
5.6309,-8.217
5.6409,-14.488
5.6509,5.608
5.6609,-6.459
5.6709,-1.585
5.6809,6.551
5.6909,5.025
5.7010,12.409
5.7110,4.777
5.7210,14.652
5.7310,11.497
5.7410,11.898
5.7510,10.654
5.7610,13.693
5.7710,12.041
5.7810,22.864
5.7910,27.077
5.8010,17.887
5.8110,19.430
5.8210,19.677
5.8310,17.665
5.8410,13.059
5.8510,22.823
5.8610,18.124
5.8710,18.472
5.8810,23.285
5.8910,15.183
5.9010,28.729
5.9110,24.236
5.9210,14.040
5.9310,9.848
5.9410,10.398
5.9510,15.971
5.9610,6.285
5.9710,-0.004
5.9810,3.098
5.9910,8.592
6.0010,-4.809
6.0110,1.239
6.0210,2.647
6.0310,2.700
6.0410,-5.632
6.0510,-9.579
6.0610,-9.692
6.0710,-9.609
6.0810,-8.991
6.0910,-9.645
6.1010,-9.372
6.1110,-14.654
6.1210,-13.681
6.1310,-13.912
6.1410,-13.120
6.1510,-16.406
6.1610,-13.821
6.1710,-12.672
6.1810,-16.766
6.1910,-10.835
6.2010,-12.622
6.2110,-13.729
6.2210,-7.112
6.2310,-11.148
6.2410,-16.171
6.2510,-16.510
6.2610,-10.924
6.2710,-11.228
6.2810,-13.069
6.2910,-3.753
6.3011,-1.269
6.3111,-1.150
6.3211,-3.571
6.3311,-4.114
6.3411,0.869
6.3511,9.451
6.3611,6.556
6.3711,3.140
6.3811,10.315
6.3911,7.653
6.4011,7.621
6.4111,11.526
6.4211,18.695
6.4311,12.786
6.4411,7.292
6.4511,18.590
6.4611,14.814
6.4711,13.531
6.4811,12.177
6.4911,3.106
6.5011,12.400
6.5111,10.013
6.5211,16.800
6.5311,-1.217
6.5411,10.228
6.5511,11.263
6.5611,6.280
6.5711,13.170
6.5811,0.819
6.5911,1.650
6.6011,6.328
6.6111,2.962
6.6211,3.981
6.6311,8.894
6.6411,2.035
6.6511,0.770
6.6611,2.519
6.6711,1.634
6.6811,-1.883
6.6911,0.709
6.7011,-3.618
6.7111,-2.606
6.7211,-13.820
6.7311,-6.194
6.7411,-11.014
6.7511,-12.794
6.7611,-0.152
6.7711,-12.775
6.7811,-11.028
6.7911,-6.401
6.8011,-8.901
6.8111,-6.035
6.8211,-7.546
6.8311,-8.466
6.8411,-8.785
6.8511,-6.046
6.8611,-4.330
6.8711,-6.951
6.8811,-4.271
6.8911,-4.240
6.9012,-8.293
6.9112,-6.628
6.9212,-2.050
6.9312,-3.091
6.9412,-2.617
6.9512,6.512
6.9612,-6.985
6.9712,-7.773
6.9812,-0.424
6.9912,3.305
7.0012,4.162
7.0112,3.578
7.0212,6.364
7.0312,1.696
7.0412,7.892
7.0512,-0.387
7.0612,-2.511
7.0712,2.298
7.0812,4.127
7.0912,3.401
7.1012,6.810
7.1112,5.793
7.1212,9.007
7.1312,4.055
7.1412,9.788
7.1512,9.441
7.1612,7.736
7.1712,6.853
7.1812,4.363
7.1912,-0.338
7.2012,-0.050
7.2112,10.478
7.2212,4.160
7.2312,7.683
7.2412,7.544
7.2512,3.223
7.2612,7.734
7.2712,6.754
7.2812,3.643
7.2912,3.372
7.3012,-3.869
7.3112,-1.871
7.3212,0.485
7.3312,-8.207
7.3412,-0.254
7.3512,1.039
7.3612,-3.391
7.3712,-10.198
7.3812,5.762
7.3912,-9.089
7.4012,2.188
7.4112,-0.398
7.4212,-6.164
7.4312,-1.290
7.4412,-4.194
7.4512,-5.431
7.4612,2.815
7.4712,-6.696
7.4812,-6.873
7.4912,-5.195
7.5013,-14.188
7.5113,-2.947
7.5213,0.271
7.5313,-0.042
7.5413,-9.499
7.5513,-10.551
7.5613,-1.091
7.5713,1.191
7.5813,-1.439
7.5913,-3.214
7.6013,-4.696
7.6113,-1.314
7.6213,-6.825
7.6313,-2.935
7.6413,-3.340
7.6513,-1.842
7.6613,5.916
7.6713,-2.737
7.6813,5.334
7.6913,7.190
7.7013,-3.249
7.7113,-0.327
7.7213,0.086
7.7313,2.197
7.7413,-0.554
7.7513,-2.554
7.7613,-4.249
7.7713,1.203
7.7813,7.756
7.7913,0.644
7.8013,6.108
7.8113,-1.195
7.8213,10.286
7.8313,4.305
7.8413,3.548
7.8513,2.748
7.8613,4.380
7.8713,0.690
7.8813,5.933
7.8913,7.407
7.9013,-2.835
7.9113,4.765
7.9213,1.362
7.9313,2.709
7.9413,2.984
7.9513,4.000
7.9613,-0.959
7.9713,1.498
7.9813,0.920
7.9913,-3.754
8.0013,2.310
8.0113,-9.026
8.0213,6.228
8.0313,-0.885
8.0413,-1.595
8.0513,-3.045
8.0613,-2.094
8.0713,-6.282
8.0813,2.191
8.0913,-2.626
8.1014,-0.817
8.1114,0.710
8.1214,-9.604
8.1314,-9.854
8.1414,-0.830
8.1514,-1.830
8.1614,-2.050
8.1714,-5.534
8.1814,-2.007
8.1914,-3.613
8.2014,-3.997
8.2114,-4.313
8.2214,-2.625
8.2314,-4.303
8.2414,-3.498
8.2514,-0.312
8.2614,-2.623
8.2714,2.293
8.2814,0.115
8.2914,-2.042
8.3014,-1.571
8.3114,-1.964
8.3214,7.664
8.3314,-0.374
8.3414,1.713
8.3514,-2.529
8.3614,5.424
8.3714,-8.264
8.3814,-0.536
8.3914,-0.548
8.4014,3.433
8.4114,-3.050
8.4214,4.153
8.4314,11.932
8.4414,1.433
8.4514,11.347
8.4614,-2.561
8.4714,1.014
8.4814,3.922
8.4914,0.187
8.5014,7.428
8.5114,4.039
8.5214,-2.367
8.5314,10.696
8.5414,2.562
8.5514,8.463
8.5614,3.610
8.5714,8.304
8.5814,8.078
8.5914,-1.391
8.6014,0.746
8.6114,7.326
8.6214,6.924
8.6314,4.982
8.6414,2.721
8.6514,-2.776
8.6614,-8.597
8.6714,-2.878
8.6814,3.627
8.6914,2.554
8.7015,5.500
8.7115,-3.040
8.7215,-2.497
8.7315,-0.590
8.7415,-2.414
8.7515,-5.836
8.7615,1.175
8.7715,2.135
8.7815,-2.754
8.7915,-1.645
8.8015,1.482
8.8115,8.015
8.8215,0.983
8.8315,-6.175
8.8415,-6.866
8.8515,-2.575
8.8615,-1.777
8.8715,-17.477
8.8815,-8.876
8.8915,-4.344
8.9015,7.447
8.9115,0.173
8.9215,-4.121
8.9315,0.198
8.9415,-2.135
8.9515,-0.256
8.9615,3.319
8.9715,-1.744
8.9815,-4.870
8.9915,0.244
9.0015,0.147
9.0115,2.132
9.0215,3.589
9.0315,-3.806
9.0415,1.461
9.0515,2.444
9.0615,0.591
9.0715,-3.605
9.0815,3.753
9.0915,7.778
9.1015,-0.218
9.1115,-2.426
9.1215,8.328
9.1315,3.467
9.1415,0.101
9.1515,6.676
9.1615,0.446
9.1715,3.029
9.1815,3.169
9.1915,4.261
9.2015,4.362
9.2115,0.665
9.2215,3.550
9.2315,14.598
9.2415,3.322
9.2515,2.346
9.2615,-0.238
9.2715,1.917
9.2815,-6.872
9.2915,1.713
9.3016,2.133
9.3116,-1.694
9.3216,-5.367
9.3316,-3.088
9.3416,3.807
9.3516,-3.007
9.3616,-0.138
9.3716,2.557
9.3816,-0.509
9.3916,-2.613
9.4016,-4.069
9.4116,-3.978
9.4216,-1.605
9.4316,-4.221
9.4416,-0.014
9.4516,0.034
9.4616,3.913
9.4716,-1.684
9.4816,2.945
9.4916,-7.991
9.5016,1.644
9.5116,-5.907
9.5216,-2.077
9.5316,-3.042
9.5416,1.460
9.5516,1.737
9.5616,-2.085
9.5716,-6.565
9.5816,-2.852
9.5916,-1.540
9.6016,-1.502
9.6116,-0.854
9.6216,-0.347
9.6316,0.602
9.6416,5.591
9.6516,-4.298
9.6616,-1.862
9.6716,0.825
9.6816,-5.304
9.6916,-2.398
9.7016,1.283
9.7116,2.662
9.7216,4.670
9.7316,-3.798
9.7416,9.443
9.7516,1.096
9.7616,1.762
9.7716,-0.733
9.7816,-5.195
9.7916,-0.749
9.8016,3.947
9.8116,-5.757
9.8216,5.834
9.8316,0.782
9.8416,3.384
9.8516,6.289
9.8616,-2.510
9.8716,-4.394
9.8816,-2.412
9.8916,6.392
9.9017,4.349
9.9117,2.632
9.9217,-8.083
9.9317,0.244
9.9417,-6.412
9.9517,-6.438
9.9617,5.006
9.9717,-2.448
9.9817,0.974
9.9917,3.304
10.0017,0.892
10.0117,1.700
10.0217,-6.111
10.0317,-8.142
10.0417,8.557
10.0517,1.856
10.0617,-1.523
10.0717,-2.593
10.0817,-2.478
10.0917,-2.000
10.1017,1.732
10.1117,-2.338
10.1217,-2.665
10.1317,2.603
10.1417,-6.105
10.1517,0.410
10.1617,-6.958
10.1717,-0.177
10.1817,-4.054
10.1917,-1.993
10.2017,0.941
10.2117,-2.301
10.2217,-4.347
10.2317,-1.277
10.2417,2.870
10.2517,1.088
10.2617,-0.565
10.2717,-4.173
10.2817,10.610
10.2917,-5.109
10.3017,1.600
10.3117,5.857
10.3217,-1.573
10.3317,0.861
10.3417,1.455
10.3517,-4.885
10.3617,-3.787
10.3717,3.066
10.3817,7.655
10.3917,3.695
10.4017,0.502
10.4117,-4.461
10.4217,0.708
10.4317,-2.408
10.4417,5.296
10.4517,0.596
10.4617,5.991
10.4717,-9.100
10.4817,2.610
10.4917,-0.287
10.5018,-4.269
10.5118,2.193
10.5218,-7.432
10.5318,10.399
10.5418,4.753
10.5518,3.943
10.5618,-1.404
10.5718,6.821
10.5818,0.619
10.5918,1.159
10.6018,-2.988
10.6118,1.320
10.6218,-5.042
10.6318,4.283
10.6418,2.043
10.6518,0.507
10.6618,-1.427
10.6718,-0.845
10.6818,7.075
10.6918,0.643
10.7018,0.770
10.7118,0.488
10.7218,3.156
10.7318,-3.915
10.7418,-4.471
10.7518,-0.253
10.7618,-6.208
10.7718,4.558
10.7818,2.250
10.7918,-1.883
10.8018,9.551
10.8118,-7.292
10.8218,-2.331
10.8318,10.482
10.8418,0.583
10.8518,-5.461
10.8618,-1.917
10.8718,5.270
10.8818,-0.401
10.8918,-5.393
10.9018,5.617
10.9118,0.069
10.9218,-0.387
10.9318,3.874
10.9418,-1.375
10.9518,-4.641
10.9618,-0.966
10.9718,-1.759
10.9818,-1.987
10.9918,1.428
11.0018,-1.974
11.0118,3.658
11.0218,3.435
11.0318,2.121
11.0418,-2.158
11.0518,-1.437
11.0618,0.203
11.0718,0.345
11.0818,-4.895
11.0918,1.495
11.1019,0.835
11.1119,3.766
11.1219,3.380
11.1319,-0.816
11.1419,4.407
11.1519,-3.602
11.1619,3.449
11.1719,-0.563
11.1819,5.248
11.1919,-0.440
11.2019,-0.081
11.2119,-9.130
11.2219,3.331
11.2319,-4.422
11.2419,2.537
11.2519,-3.904
11.2619,-7.858
11.2719,-1.773
11.2819,2.096
11.2919,2.723
11.3019,1.917
11.3119,-1.822
11.3219,1.425
11.3319,0.671
11.3419,-1.659
11.3519,0.186
11.3619,6.439
11.3719,6.900
11.3819,-1.901
11.3919,-6.212
11.4019,8.815
11.4119,1.002
11.4219,-2.323
11.4319,1.163
11.4419,3.424
11.4519,-1.407
11.4619,3.635
11.4719,3.867
11.4819,-5.300
11.4919,4.954
11.5019,-0.688
11.5119,-2.716
11.5219,-3.936
11.5319,-6.046
11.5419,1.879
11.5519,-0.952
11.5619,1.153
11.5719,2.028
11.5819,-1.440
11.5919,-0.418
11.6019,-6.280
11.6119,-8.779
11.6219,-1.119
11.6319,-8.159
11.6419,-2.816
11.6519,1.879
11.6619,-2.136
11.6719,0.510
11.6819,-4.204
11.6919,-2.715
11.7020,-1.626
11.7120,3.366
11.7220,2.995
11.7320,1.508
11.7420,-6.164
11.7520,0.147
11.7620,-2.016
11.7720,-1.956
11.7820,0.582
11.7920,0.827
11.8020,2.353
11.8120,1.120
11.8220,1.117
11.8320,-0.597
11.8420,3.013
11.8520,-1.591
11.8620,-3.296
11.8720,-1.957
11.8820,9.175
11.8920,-0.566
11.9020,-1.882
11.9120,6.401
11.9220,7.403
11.9320,1.284
11.9420,-0.088
11.9520,-0.792
11.9620,-0.472
11.9720,8.199
11.9820,-1.736
11.9920,-1.308
12.0020,2.333
12.0120,2.824
12.0220,4.077
12.0320,-4.911
12.0420,5.872
12.0520,5.180
12.0620,-1.513
12.0720,4.712
12.0820,-3.519
12.0920,-7.167
12.1020,-2.375
12.1120,2.550
12.1220,4.370
12.1320,-2.261
12.1420,-4.860
12.1520,0.625
12.1620,-2.688
12.1720,1.231
12.1820,-6.914
12.1920,1.819
12.2020,-8.471
12.2120,-2.240
12.2220,0.153
12.2320,1.577
12.2420,1.336
12.2520,4.421
12.2620,-3.051
12.2720,1.473
12.2820,-2.334
12.2920,1.485
12.3021,-0.764
12.3121,3.806
12.3221,-0.277
12.3321,-4.176
12.3421,4.218
12.3521,-5.648
12.3621,-8.633
12.3721,-5.035
12.3821,3.819
12.3921,1.490
12.4021,3.986
12.4121,-3.233
12.4221,-1.828
12.4321,-0.802
12.4421,-3.142
12.4521,-2.499
12.4621,2.146
12.4721,3.813
12.4821,5.564
12.4921,-0.516
12.5021,2.204
12.5121,2.655
12.5221,-2.693
12.5321,2.875
12.5421,-1.225
12.5521,-2.952
12.5621,-2.436
12.5721,-4.246
12.5821,-1.785
12.5921,-1.764
12.6021,-5.378
12.6121,-3.287
12.6221,-1.187
12.6321,-0.991
12.6421,-8.819
12.6521,1.801
12.6621,0.657
12.6721,-0.258
12.6821,2.814
12.6921,0.202
12.7021,-9.337
12.7121,-4.867
12.7221,-1.577
12.7321,-0.507
12.7421,-4.987
12.7521,-5.532
12.7621,0.257
12.7721,3.698
12.7821,7.374
12.7921,-6.731
12.8021,-8.709
12.8121,-5.022
12.8221,3.054
12.8321,0.188
12.8421,7.969
12.8521,-0.103
12.8621,6.521
12.8721,4.245
12.8821,7.072
12.8921,-0.163
12.9022,-1.663
12.9122,2.841
12.9222,-0.943
12.9322,2.561
12.9422,1.468
12.9522,-1.439
12.9622,-1.183
12.9722,-0.918
12.9822,-0.194
12.9922,-1.285
13.0022,-4.621
13.0122,0.715
13.0222,-1.057
13.0322,5.101
13.0422,-10.302
13.0522,3.970
13.0622,-2.650
13.0722,-1.155
13.0822,-1.417
13.0922,-1.242
13.1022,-6.447
13.1122,-4.757
13.1222,1.626
13.1322,-4.551
13.1422,-3.738
13.1522,1.852
13.1622,2.341
13.1722,-0.113
13.1822,-1.055
13.1922,-5.993
13.2022,8.015
13.2122,2.604
13.2222,6.946
13.2322,-3.588
13.2422,0.419
13.2522,2.131
13.2622,-5.070
13.2722,-1.333
13.2822,-0.997
13.2922,0.656
13.3022,-3.518
13.3122,1.441
13.3222,-0.858
13.3322,-0.869
13.3422,5.546
13.3522,3.121
13.3622,0.394
13.3722,2.412
13.3822,-3.807
13.3922,0.770
13.4022,-0.731
13.4122,-3.558
13.4222,3.387
13.4322,1.298
13.4422,1.884
13.4522,-4.058
13.4622,2.770
13.4722,-7.642
13.4822,-13.762
13.4922,-3.289
13.5023,-6.368
13.5123,1.151
13.5223,-6.552
13.5323,-5.238
13.5423,3.334
13.5523,0.500
13.5623,1.930
13.5723,1.956
13.5823,-2.618
13.5923,4.657
13.6023,1.844
13.6123,-3.580
13.6223,1.363
13.6323,6.247
13.6423,3.316
13.6523,6.756
13.6623,-5.204
13.6723,-6.167
13.6823,-2.327
13.6923,-4.527
13.7023,-2.076
13.7123,-5.066
13.7223,-1.682
13.7323,-2.320
13.7423,0.847
13.7523,-1.075
13.7623,-1.914
13.7723,-2.064
13.7823,2.670
13.7923,3.081
13.8023,1.938
13.8123,5.228
13.8223,7.899
13.8323,-6.559
13.8423,0.305
13.8523,-5.144
13.8623,0.304
13.8723,0.747
13.8823,-8.602
13.8923,-7.756
13.9023,0.339
13.9123,-3.695
13.9223,-2.672
13.9323,-0.081
13.9423,2.191
13.9523,-0.458
13.9623,0.871
13.9723,1.253
13.9823,-1.832
13.9923,-6.147
14.0023,-1.060
14.0123,2.687
14.0223,2.040
14.0323,5.927
14.0423,-1.662
14.0523,0.885
14.0623,1.778
14.0723,-0.005
14.0823,-10.243
14.0923,-6.675
14.1024,-3.024
14.1124,-1.912
14.1224,1.091
14.1324,-7.750
14.1424,9.133
14.1524,3.503
14.1624,-5.637
14.1724,-0.118
14.1824,-0.899
14.1924,2.045
14.2024,3.664
14.2124,-5.404
14.2224,3.516
14.2324,6.058
14.2424,1.794
14.2524,0.675
14.2624,4.955
14.2724,-2.851
14.2824,-3.179
14.2924,3.470
14.3024,2.289
14.3124,-2.554
14.3224,2.943
14.3324,5.388
14.3424,-1.900
14.3524,-3.393
14.3624,-2.226
14.3724,-0.046
14.3824,-0.485
14.3924,-0.278
14.4024,0.243
14.4124,4.183
14.4224,0.847
14.4324,2.909
14.4424,0.347
14.4524,1.369
14.4624,0.826
14.4724,-3.759
14.4824,-2.249
14.4924,-0.314
14.5024,-0.393
14.5124,2.384
14.5224,-3.267
14.5324,0.482
14.5424,-4.126
14.5524,0.037
14.5624,1.138
14.5724,6.742
14.5824,2.700
14.5924,5.504
14.6024,3.721
14.6124,-5.295
14.6224,2.776
14.6324,-5.322
14.6424,-2.258
14.6524,2.696
14.6624,-5.670
14.6724,1.146
14.6824,9.633
14.6924,3.133
14.7025,1.284
14.7125,0.488
14.7225,8.613
